district_id,population,target_population,population_difference,relative_deviation,population_ratio,floor_population,cap_population,within_hard_limits,section_count,municipality_count,municipalities,province_count,provinces,area_km2,perimeter_km,compactness_polsby_popper,centroid_x_etrs89_utm30,centroid_y_etrs89_utm30,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy
0,18345,20367.4776119403,-2022.4776119402995,-0.09929936590452591,0.9007006340954741,16293.98208955224,35643.085820895525,True,12,1,Huesca,1,Huesca,32.75577471666215,44.48508759752357,0.20800263627722743,715361.7901315653,4663760.143079663,712137.3766999999,4656139.0612,720192.4479,4669497.214299999
1,18549,20367.4776119403,-1818.4776119402995,-0.08928339810101124,0.9107166018989887,16293.98208955224,35643.085820895525,True,11,1,Huesca,1,Huesca,39.893392854565086,34.80551425860133,0.4138230982726007,710222.7070743206,4662132.604380996,705642.3046000004,4657018.142000001,714862.2225000001,4669102.5393
2,21469,20367.4776119403,1101.5223880597005,0.05408241555713999,1.05408241555714,16293.98208955224,35643.085820895525,True,44,38,"Abizanda | Adahuesca | Aisa | Alcalá del Obispo | Ansó | Antillón | Aragüés del Puerto | Arguis | Azara | Azlor | Barbuñales | Biescas | Blecua y Torres | Borau | Broto | Bárcabo | Caldearenas | Castiello de Jaca | Chimillas | Colungo | Fago | Fiscal | Hoz de Jaca | Igriés | Jasa | Laluenga | Lascellas-Ponzano | Loporzano | Nueno | Palo | Pertusa | Quicena | Sabiñánigo | Sotonera, La | Tierz | Villanúa | Yebra de Basa | Yésero",1,Huesca,3003.6978420503183,846.0754410800465,0.052728804944153794,719192.912052753,4701225.545961429,670155.0662000002,4651057.809,769481.8795999996,4754878.790899999
3,21230,20367.4776119403,862.5223880597005,0.04234802190498309,1.042348021904983,16293.98208955224,35643.085820895525,True,19,9,Almunia de San Juan | Azanuy-Alins | Baélls | Castejón del Puente | Ilche | Monzón | Peralta de Calasanz | Pueyo de Santa Cruz | San Esteban de Litera,1,Huesca,567.4688095372949,181.57334136238947,0.21629560184764177,769950.7023888514,4648397.984968146,749262.2220000001,4636173.6042,790329.2677999996,4662882.5133
4,21542,20367.4776119403,1174.5223880597005,0.05766656089859377,1.0576665608985938,16293.98208955224,35643.085820895525,True,42,39,Albalatillo | Albero Alto | Albero Bajo | Alcalá de Gurrea | Alcolea de Cinca | Alcubierre | Almudévar | Almuniente | Argavieso | Barbués | Capdesaso | Castejón de Monegros | Grañén | Gurrea de Gállego | Lalueza | Lanaja | Loarre | Loscorrales | Monflorite-Lascasas | Novales | Ontiñena | Piracés | Poleñino | Robres | Salillas | San Miguel del Cinca | Sangarrén | Sariñena | Sena | Senés de Alcubierre | Sesa | Tardienta | Torralba de Aragón | Torres de Alcanadre | Torres de Barbués | Tramaced | Valfarta | Vicién | Villanueva de Sigena,1,Huesca,2754.3905427383424,487.33904979264423,0.14573805131038953,722119.295941573,4637994.367206884,675159.1931999996,4600713.8718,762082.9155000001,4692611.1788
5,21516,20367.4776119403,1148.5223880597005,0.056390015982459546,1.0563900159824595,16293.98208955224,35643.085820895525,True,17,8,Ballobar | Candasnos | Fraga | Osso de Cinca | Peñalba | Torrente de Cinca | Velilla de Cinca | Zaidín,1,Huesca,1039.5911263965502,172.03191944859367,0.4414223900067629,763851.1471371996,4600539.6976743145,739067.9009999996,4581688.01,787553.5064000003,4620997.634199999
6,21169,20367.4776119403,801.5223880597005,0.039353051140206645,1.0393530511402067,16293.98208955224,35643.085820895525,True,16,11,Albalate de Cinca | Alcampell | Alfántega | Altorricón | Belver de Cinca | Binaced | Binéfar | Chalamera | Esplús | Tamarite de Litera | Vencillón,1,Huesca,535.8328017571914,157.4810802796676,0.2715078492551243,774148.026608595,4631395.964165701,759678.0679000001,4614917.737600001,789855.1686000004,4648850.439099999
7,21752,20367.4776119403,1384.5223880597005,0.0679771159904471,1.0679771159904472,16293.98208955224,35643.085820895525,True,23,12,"Agüero | Alerre | Ayerbe | Bailo | Banastás | Biscarrués | Canal de Berdún | Huesca | Lupiñén-Ortilla | Peñas de Riglos, Las | Puente la Reina de Jaca | Santa Cruz de la Serós",1,Huesca,991.0346838715496,419.14476665002735,0.07088765697554468,687333.0664797939,4694983.336349735,669547.9261999996,4661016.813200001,718946.5289000003,4729057.0086
8,21474,20367.4776119403,1106.5223880597005,0.054327904964088874,1.0543279049640888,16293.98208955224,35643.085820895525,True,59,58,"Albelda | Angüés | Arén | Aínsa-Sobrarbe | Baldellou | Benabarre | Beranuy | Bierge | Bisaurri | Boltaña | Bonansa | Campo | Camporrélls | Capella | Casbas de Huesca | Castejón de Sos | Castigaleu | Castillonroy | Chía | Estada | Estadilla | Estopiñán del Castillo | Fonz | Foradada del Toscar | Fueva, La | Grado, El | Graus | Ibieca | Isábena | Labuerda | Lascuarre | Laspaúles | Laspuña | Monesma y Cajigar | Montanuy | Naval | Olvena | Perarrúa | Plan | Puebla de Castro, La | Puente de Montañana | Pueyo de Araguás, El | Puértolas | Sahún | San Juan de Plan | Santaliestra y San Quílez | Secastilla | Seira | Sesué | Siétamo | Sopeira | Tella-Sin | Tolva | Torre la Ribera | Valle de Bardají | Valle de Lierp | Viacamp y Litera | Villanova",1,Huesca,4129.0982844077425,658.4743664926548,0.11967056410116289,775451.3633308316,4688753.997686715,720377.4637000002,4633975.4505,810661.0453000003,4730958.2337
9,21572,20367.4776119403,1204.5223880597005,0.0591394973402871,1.059139497340287,16293.98208955224,35643.085820895525,True,18,11,Benasque | Bielsa | Canfranc | Fanlo | Gistaín | Jaca | Panticosa | Sallent de Gállego | Santa Cilia | Torla-Ordesa | Valle de Hecho,1,Huesca,1885.0797847347826,611.9436796033665,0.06325818004914603,730492.4778950722,4726478.423620477,678249.9572000001,4698593.1215,803652.0425000004,4747403.959799999
